SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME;CO_MUNICIPIO
1661957;SP;Sudeste;EMAD I;False;352850
2287048;SP;Sudeste;EMAD I;False;354340
1517902;SP;Sudeste;EMAD I;True;355030
1622358;SP;Sudeste;EMAD I;False;350210
1678841;SP;Sudeste;EMAP;False;350210
320943;SP;Sudeste;EMAD I;False;350760
320951;SP;Sudeste;EMAP;True;350760
1616617;SP;Sudeste;EMAD II;True;355210
1616625;SP;Sudeste;EMAP;False;355210
1563955;SP;Sudeste;EMAD I;False;352940
1478451;SP;Sudeste;EMAD I;True;352470
1478478;SP;Sudeste;EMAP;True;352470
363324;SP;Sudeste;EMAP;True;355030
1709720;SP;Sudeste;EMAP;False;353390
342149;SP;Sudeste;EMAD I;True;353470
342157;SP;Sudeste;EMAP;True;353470
1603671;SP;Sudeste;EMAD I;False;355030
1543776;SP;Sudeste;EMAD I;False;350330
1543806;SP;Sudeste;EMAP;False;350330
350516;SP;Sudeste;EMAD I;True;354850
1589199;SP;Sudeste;EMAP;True;354850
1591258;SP;Sudeste;EMAD I;True;354850
1591266;SP;Sudeste;EMAD I;True;354850
1697617;SP;Sudeste;EMAD I;True;355410
2256223;SP;Sudeste;EMAD I;False;350190
1600885;SP;Sudeste;EMAD I;False;355030
1689142;SP;Sudeste;EMAP;False;351640
1630628;SP;Sudeste;EMAD I;True;351640
1498916;SP;Sudeste;EMAD I;False;351880
1530771;SP;Sudeste;EMAD I;False;354020
1675907;SP;Sudeste;EMAD I;False;353350
330418;SP;Sudeste;EMAD I;False;351870
330388;SP;Sudeste;EMAP;True;351870
1471651;SP;Sudeste;EMAD I;True;355710
1471678;SP;Sudeste;EMAP;True;355710
1481363;SP;Sudeste;EMAD I;True;353080
1506528;SP;Sudeste;EMAP;True;353080
1709097;SP;Sudeste;EMAD I;False;351620
1709100;SP;Sudeste;EMAP;True;351620
353566;SP;Sudeste;EMAD I;True;354980
353558;SP;Sudeste;EMAP;True;354980
1486810;SP;Sudeste;EMAD I;True;354980
1527762;SP;Sudeste;EMAD I;True;354980
1715917;SP;Sudeste;EMAD I;False;355030
2333856;SP;Sudeste;EMAD I;False;355030
367893;SP;Sudeste;EMAD I;True;355030
1666215;SP;Sudeste;EMAD I;False;355030
2397013;SP;Sudeste;EMAP;False;351100
2312522;SP;Sudeste;EMAP;True;352840
2312530;SP;Sudeste;EMAD I;False;352840
1486306;SP;Sudeste;EMAD I;True;355030
1502530;SP;Sudeste;EMAD I;True;353430
1610139;SP;Sudeste;EMAD I;True;355030
1556134;SP;Sudeste;EMAP;True;353430
1615718;SP;Sudeste;EMAD I;False;355030
2333244;SP;Sudeste;EMAD I;False;352590
2333252;SP;Sudeste;EMAD I;False;352590
2333260;SP;Sudeste;EMAP;True;352590
1988921;SP;Sudeste;EMAD I;False;353760
1479016;SP;Sudeste;EMAD I;False;355100
1479075;SP;Sudeste;EMAD I;False;355100
1479024;SP;Sudeste;EMAD I;False;355100
1479091;SP;Sudeste;EMAP;True;355100
1635581;SP;Sudeste;EMAD I;True;351500
1511734;SP;Sudeste;EMAD I;False;355220
2402602;SP;Sudeste;EMAD II;True;354800
2483653;SP;Sudeste;EMAD I;False;355150
1635573;SP;Sudeste;EMAD I;True;351500
1533207;SP;Sudeste;EMAD I;False;350550
1533215;SP;Sudeste;EMAP;True;350550
1540858;SP;Sudeste;EMAD I;False;352690
1560751;SP;Sudeste;EMAP;True;352690
323691;SP;Sudeste;EMAD I;True;350950
323675;SP;Sudeste;EMAP;True;350950
1610546;SP;Sudeste;EMAP;True;352440
1483358;SP;Sudeste;EMAD II;True;353950
1483404;SP;Sudeste;EMAP;True;353950
329428;SP;Sudeste;EMAD I;False;351670
329436;SP;Sudeste;EMAP;True;351670
323659;SP;Sudeste;EMAD I;False;350950
323640;SP;Sudeste;EMAP;True;350950
1483188;SP;Sudeste;EMAD I;False;352240
1548727;SP;Sudeste;EMAD I;False;352440
1485695;SP;Sudeste;EMAP;True;350660
1485652;SP;Sudeste;EMAD II;False;350660
1542087;SP;Sudeste;EMAP;True;352050
365157;SP;Sudeste;EMAD I;True;355030
1633287;SP;Sudeste;EMAD I;False;351880
363316;SP;Sudeste;EMAD I;False;355030
365149;SP;Sudeste;EMAP;True;355030
