SEQ_EQUIPE;UF;REGIAO;TIPO;CONFORME
2242478;CE;Nordeste;EMAD I;True
2242486;CE;Nordeste;EMAP;True
1662910;PE;Nordeste;EMAD II;True
1662929;PE;Nordeste;EMAP;True
1675508;AL;Nordeste;EMAP;True
1714805;AL;Nordeste;EMAD II;True
1714813;AL;Nordeste;EMAP;True
2291622;PE;Nordeste;EMAD II;True
1469673;RJ;Sudeste;EMAD I;True
2273020;SC;Sul;EMAD I;True
2273047;SC;Sul;EMAP;False
2275384;RS;Sul;EMAD I;True
2280310;PB;Nordeste;EMAD II;True
1678973;AL;Nordeste;EMAD II;True
1704818;AL;Nordeste;EMAP;True
2145154;SP;Sudeste;EMAP;True
342017;SP;Sudeste;EMAP;True
341991;SP;Sudeste;EMAD I;True
2254344;PR;Sul;EMAP;True
22;PE;Nordeste;EMAP;False
2162881;PA;Norte;EMAD I;True
2163268;PA;Norte;EMAP;True
1710656;AM;Norte;EMAD I;False
1498924;SP;Sudeste;EMAD I;False
2256398;GO;Centro-Oeste;EMAD II;False
1531441;SP;Sudeste;EMAP;True
333662;SP;Sudeste;EMAD I;False
295469;RJ;Sudeste;EMAD I;False
295477;RJ;Sudeste;EMAP;True
2135744;CE;Nordeste;EMAD I;True
1657046;PA;Norte;EMAD I;False
1682172;GO;Centro-Oeste;EMAD I;True
1698184;GO;Centro-Oeste;EMAP;True
1709879;PB;Nordeste;EMAP;True
2167468;PA;Norte;EMAD I;True
2169215;AL;Nordeste;EMAD I;True
2169169;GO;Centro-Oeste;EMAD II;True
2172631;GO;Centro-Oeste;EMAP;False
2251264;CE;Nordeste;EMAP;True
2256010;AM;Norte;EMAP;True
1683365;GO;Centro-Oeste;EMAD I;True
1683373;GO;Centro-Oeste;EMAP;True
1506234;SP;Sudeste;EMAD I;False
2152037;SP;Sudeste;EMAD I;True
1700928;AL;Nordeste;EMAP;True
1708856;AM;Norte;EMAD I;False
1708864;AM;Norte;EMAP;True
1526448;PR;Sul;EMAP;True
1709267;CE;Nordeste;EMAD II;False
1709356;CE;Nordeste;EMAP;True
2232820;PR;Sul;EMAD II;True
2232839;PR;Sul;EMAP;True
1850695;BA;Nordeste;EMAD I;False
1708082;SP;Sudeste;EMAD II;False
1708635;SP;Sudeste;EMAP;True
2243768;PE;Nordeste;EMAD II;True
2243601;SC;Sul;EMAD II;True
2239442;BA;Nordeste;EMAD II;True
1484052;AL;Nordeste;EMAD I;False
1654144;AL;Nordeste;EMAD II;True
1654195;AL;Nordeste;EMAP;False
2179849;RJ;Sudeste;EMAD I;True
1531220;GO;Centro-Oeste;EMAD II;True
1531255;GO;Centro-Oeste;EMAP;True
1715151;BA;Nordeste;EMAD II;True
1715178;BA;Nordeste;EMAP;True
1481606;PI;Nordeste;EMAD I;False
1481622;PI;Nordeste;EMAP;True
1727990;MG;Sudeste;EMAP;True
1534866;MG;Sudeste;EMAD II;False
1534874;MG;Sudeste;EMAP;False
2308207;PE;Nordeste;EMAD II;False
2248093;BA;Nordeste;EMAP;True
2244144;GO;Centro-Oeste;EMAD I;False
276383;MG;Sudeste;EMAD I;True
2232650;BA;Nordeste;EMAD II;True
2232669;BA;Nordeste;EMAP;True
2227975;GO;Centro-Oeste;EMAD II;True
2227983;GO;Centro-Oeste;EMAP;True
2234971;CE;Nordeste;EMAD II;True
2234998;CE;Nordeste;EMAP;True
1493272;MG;Sudeste;EMAP;True
1584308;PA;Norte;EMAD I;True
1591398;PA;Norte;EMAP;True
435384;RS;Sul;EMAD I;False
1483552;SP;Sudeste;EMAD I;False
324698;SP;Sudeste;EMAP;True
1483579;SP;Sudeste;EMAD I;False
1483757;SP;Sudeste;EMAD I;False
1483811;SP;Sudeste;EMAD I;False
2280868;AL;Nordeste;EMAD II;False
2295350;MG;Sudeste;EMAP;False
2047047;BA;Nordeste;EMAP;True
1899856;BA;Nordeste;EMAD II;False
290289;RJ;Sudeste;EMAD I;True
1555529;MA;Nordeste;EMAD I;True
1573594;MG;Sudeste;EMAD II;True
219487;BA;Nordeste;EMAD I;False
219495;BA;Nordeste;EMAP;True
1620630;PE;Nordeste;EMAP;True
354430;SP;Sudeste;EMAD I;False
2235692;CE;Nordeste;EMAD I;False
2242265;GO;Centro-Oeste;EMAP;True
1708333;PB;Nordeste;EMAP;True
1513079;CE;Nordeste;EMAP;True
2233932;PR;Sul;EMAD I;False
2243210;MG;Sudeste;EMAD I;True
2256029;AM;Norte;EMAD I;True
308420;RJ;Sudeste;EMAD I;False
2129744;BA;Nordeste;EMAP;False
1708627;BA;Nordeste;EMAD II;True
1717235;BA;Nordeste;EMAP;True
1714821;PB;Nordeste;EMAD II;True
1617605;GO;Centro-Oeste;EMAD II;True
1617613;GO;Centro-Oeste;EMAP;True
2280493;MG;Sudeste;EMAP;False
2280507;MG;Sudeste;EMAD II;True
1675842;RN;Nordeste;EMAD II;True
1675400;SP;Sudeste;EMAD I;True
1675419;SP;Sudeste;EMAP;True
2227649;PR;Sul;EMAD II;True
2227630;PR;Sul;EMAP;True
2258382;GO;Centro-Oeste;EMAD II;True
2258390;GO;Centro-Oeste;EMAP;True
1507494;CE;Nordeste;EMAD I;True
1666819;PA;Norte;EMAD I;False
1705024;PA;Norte;EMAP;True
1622048;PB;Nordeste;EMAP;False
1518534;PB;Nordeste;EMAD II;True
1518550;PB;Nordeste;EMAP;False
1505580;MA;Nordeste;EMAD II;True
1505599;MA;Nordeste;EMAP;True
1504975;MG;Sudeste;EMAD I;True
1713612;SP;Sudeste;EMAD II;True
1707124;PB;Nordeste;EMAD II;True
1711822;PB;Nordeste;EMAP;True
1682679;SP;Sudeste;EMAD I;False
1686674;SP;Sudeste;EMAP;True
31488;PA;Norte;EMAD I;False
1789236;PB;Nordeste;EMAD II;True
31496;PA;Norte;EMAP;True
1529269;SC;Sul;EMAD I;True
1704605;PB;Nordeste;EMAD II;True
1704613;PB;Nordeste;EMAP;True
401870;SC;Sul;EMAP;True
1535994;GO;Centro-Oeste;EMAD I;False
1536001;GO;Centro-Oeste;EMAP;True
1502468;PA;Norte;EMAP;True
1502476;PA;Norte;EMAD I;True
1710524;PB;Nordeste;EMAD II;True
1487086;SP;Sudeste;EMAD I;False
1544322;SP;Sudeste;EMAP;True
1544284;SP;Sudeste;EMAP;True
1544314;SP;Sudeste;EMAP;True
184756;BA;Nordeste;EMAP;True
1717294;RS;Sul;EMAD II;True
1705237;PE;Nordeste;EMAD II;True
1705245;PE;Nordeste;EMAP;False
2137879;PR;Sul;EMAD II;True
2283999;GO;Centro-Oeste;EMAD I;False
1564757;PB;Nordeste;EMAP;False
1564765;PB;Nordeste;EMAD II;True
2292696;PE;Nordeste;EMAD I;True
2292718;PE;Nordeste;EMAP;True
1708554;MG;Sudeste;EMAP;False
1541110;RS;Sul;EMAD I;True
1598872;RS;Sul;EMAP;True
1598880;RS;Sul;EMAP;True
1481827;RJ;Sudeste;EMAD I;True
1570455;RS;Sul;EMAD I;True
1491946;GO;Centro-Oeste;EMAD I;True
1491954;GO;Centro-Oeste;EMAP;True
1619802;RJ;Sudeste;EMAD I;True
1710419;RS;Sul;EMAP;False
2207605;TO;Norte;EMAD I;False
2212684;SE;Nordeste;EMAP;True
2212617;SE;Nordeste;EMAD II;True
1672169;SP;Sudeste;EMAP;True
1550683;CE;Nordeste;EMAP;True
1576534;SP;Sudeste;EMAD I;True
1586564;SP;Sudeste;EMAP;True
1598856;RS;Sul;EMAD I;True
1709836;PB;Nordeste;EMAD I;False
2156768;SP;Sudeste;EMAD II;True
1709771;MG;Sudeste;EMAP;True
1709739;PA;Norte;EMAD I;False
352128;SP;Sudeste;EMAD I;True
352101;SP;Sudeste;EMAP;False
1682873;GO;Centro-Oeste;EMAP;False
1545396;SP;Sudeste;EMAD I;True
1545418;SP;Sudeste;EMAP;True
1513060;CE;Nordeste;EMAD II;True
1500694;SP;Sudeste;EMAD I;True
1668803;RJ;Sudeste;EMAD I;True
365130;SP;Sudeste;EMAD I;True
1668013;RJ;Sudeste;EMAP;False
1670018;RJ;Sudeste;EMAD I;False
1667963;RJ;Sudeste;EMAP;False
1671065;RJ;Sudeste;EMAD I;True
2194015;TO;Norte;EMAD I;False
2155389;MA;Nordeste;EMAD II;True
2155397;MA;Nordeste;EMAP;True
352608;SP;Sudeste;EMAD I;False
352616;SP;Sudeste;EMAP;True
352543;SP;Sudeste;EMAD I;False
2183889;MG;Sudeste;EMAD I;False
1562266;RS;Sul;EMAD I;False
1582003;AL;Nordeste;EMAP;True
1680706;CE;Nordeste;EMAD I;False
1637061;RJ;Sudeste;EMAD I;True
1637088;RJ;Sudeste;EMAP;True
2168456;PE;Nordeste;EMAD I;False
2168472;PE;Nordeste;EMAP;False
2140322;SE;Nordeste;EMAP;True
2208644;BA;Nordeste;EMAD II;False
2208660;BA;Nordeste;EMAP;True
2224348;MA;Nordeste;EMAP;True
1483137;SP;Sudeste;EMAD I;True
2229676;RN;Nordeste;EMAP;True
2229536;RN;Nordeste;EMAD II;True
2230844;PE;Nordeste;EMAD I;False
2230852;PE;Nordeste;EMAP;True
1583778;GO;Centro-Oeste;EMAD I;False
2284189;RS;Sul;EMAD I;True
2292963;PA;Norte;EMAD I;False
2292971;PA;Norte;EMAP;True
1709038;SP;Sudeste;EMAP;True
1708996;SP;Sudeste;EMAD I;True
124737;PB;Nordeste;EMAD I;True
124745;PB;Nordeste;EMAD I;True
124753;PB;Nordeste;EMAD I;False
1628623;SP;Sudeste;EMAP;True
1671626;AL;Nordeste;EMAP;False
1566407;BA;Nordeste;EMAD I;True
1574965;BA;Nordeste;EMAP;True
469335;DF;Centro-Oeste;EMAD I;True
2139057;RJ;Sudeste;EMAP;True
1981803;MG;Sudeste;EMAP;True
1966707;MG;Sudeste;EMAD II;True
1712101;SP;Sudeste;EMAD I;False
1559478;BA;Nordeste;EMAD I;False
1559486;BA;Nordeste;EMAP;True
1513850;PI;Nordeste;EMAD II;True
1516485;PI;Nordeste;EMAP;True
2253623;PR;Sul;EMAD I;True
1699458;PA;Norte;EMAD I;False
1699539;PA;Norte;EMAP;True
1499114;GO;Centro-Oeste;EMAD I;True
1499149;GO;Centro-Oeste;EMAP;True
352136;SP;Sudeste;EMAD I;False
373826;SP;Sudeste;EMAD I;True
352098;SP;Sudeste;EMAD I;True
352071;SP;Sudeste;EMAD I;True
1483269;SP;Sudeste;EMAD I;False
1501054;MG;Sudeste;EMAD I;False
1670026;PA;Norte;EMAD II;True
1618202;PI;Nordeste;EMAD II;False
1566075;PI;Nordeste;EMAP;False
278009;MG;Sudeste;EMAD I;False
278017;MG;Sudeste;EMAP;False
1710494;PB;Nordeste;EMAD I;False
1710508;PB;Nordeste;EMAP;False
2193787;PE;Nordeste;EMAP;False
2193825;PE;Nordeste;EMAD II;True
1706276;MA;Nordeste;EMAD I;True
1512625;CE;Nordeste;EMAD I;True
1512668;CE;Nordeste;EMAP;True
2131382;SC;Sul;EMAD I;False
1510657;AC;Norte;EMAD I;False
1510673;AC;Norte;EMAP;True
1710443;PB;Nordeste;EMAP;True
1710435;PB;Nordeste;EMAD II;True
140066;PE;Nordeste;EMAD I;True
232130;MG;Sudeste;EMAD I;True
232092;MG;Sudeste;EMAP;True
1470698;SP;Sudeste;EMAP;True
348732;SP;Sudeste;EMAD I;False
1690981;ES;Sudeste;EMAD I;True
1691007;ES;Sudeste;EMAP;True
1655620;MG;Sudeste;EMAD I;False
1655639;MG;Sudeste;EMAD I;True
1655647;MG;Sudeste;EMAD I;False
1655655;MG;Sudeste;EMAP;True
1501925;MS;Centro-Oeste;EMAD II;True
1501933;MS;Centro-Oeste;EMAP;True
1569961;SP;Sudeste;EMAD I;True
1531565;PI;Nordeste;EMAD II;True
1476300;BA;Nordeste;EMAD I;True
1476319;BA;Nordeste;EMAP;True
1674676;MG;Sudeste;EMAD I;True
200352;BA;Nordeste;EMAD I;True
200360;BA;Nordeste;EMAP;True
310182;RJ;Sudeste;EMAD I;False
1483722;SP;Sudeste;EMAD I;False
1538578;RJ;Sudeste;EMAP;True
1670352;RO;Norte;EMAD I;False
1698907;MA;Nordeste;EMAD II;True
1576941;AM;Norte;EMAD I;True
1484346;CE;Nordeste;EMAD I;False
1477277;CE;Nordeste;EMAP;True
1477242;CE;Nordeste;EMAD I;True
1681613;GO;Centro-Oeste;EMAD II;True
1681621;GO;Centro-Oeste;EMAP;True
1479164;RJ;Sudeste;EMAD I;True
1593714;MT;Centro-Oeste;EMAD I;True
1547240;SP;Sudeste;EMAD I;True
1547267;SP;Sudeste;EMAP;True
2216477;PE;Nordeste;EMAD I;True
1553313;SP;Sudeste;EMAP;True
1701401;RS;Sul;EMAD II;False
1585584;RJ;Sudeste;EMAD I;True
389560;PR;Sul;EMAD I;False
1698583;AL;Nordeste;EMAD II;True
1698591;AL;Nordeste;EMAP;True
1568140;DF;Centro-Oeste;EMAP;True
469408;DF;Centro-Oeste;EMAD I;False
2156377;GO;Centro-Oeste;EMAD II;True
1556681;PA;Norte;EMAD II;True
1556746;PA;Norte;EMAP;True
471453;DF;Centro-Oeste;EMAP;True
1571141;BA;Nordeste;EMAD I;True
1571168;BA;Nordeste;EMAP;True
1620754;PE;Nordeste;EMAP;True
1620746;PE;Nordeste;EMAD I;True
1522183;AL;Nordeste;EMAD I;True
1522191;AL;Nordeste;EMAP;True
1705334;PB;Nordeste;EMAD II;True
1500139;AL;Nordeste;EMAD I;True
2213613;PE;Nordeste;EMAP;False
1620584;MG;Sudeste;EMAD I;True
2111780;SP;Sudeste;EMAD II;True
1584626;SC;Sul;EMAP;True
1631802;SP;Sudeste;EMAD I;False
1631810;SP;Sudeste;EMAP;False
2130998;MS;Centro-Oeste;EMAP;True
1700677;CE;Nordeste;EMAD I;False
1700707;CE;Nordeste;EMAD I;False
373702;SP;Sudeste;EMAD I;True
373710;SP;Sudeste;EMAP;True
1701673;MG;Sudeste;EMAD I;True
1708163;MG;Sudeste;EMAP;True
1705946;AL;Nordeste;EMAD II;True
1481940;RJ;Sudeste;EMAD I;True
356085;SP;Sudeste;EMAD I;True
1600362;GO;Centro-Oeste;EMAD I;False
2243245;GO;Centro-Oeste;EMAD II;True
2243253;GO;Centro-Oeste;EMAP;True
2219832;PE;Nordeste;EMAP;True
2228459;PA;Norte;EMAP;True
1530399;SP;Sudeste;EMAD I;False
1530402;SP;Sudeste;EMAD I;False
1530410;SP;Sudeste;EMAP;True
1508180;AL;Nordeste;EMAD I;True
1508199;AL;Nordeste;EMAP;True
1712438;MG;Sudeste;EMAD I;True
1712403;MG;Sudeste;EMAP;True
1472739;MA;Nordeste;EMAP;True
1508369;SP;Sudeste;EMAD II;True
1508482;SP;Sudeste;EMAP;True
1526650;RJ;Sudeste;EMAP;True
1526677;RJ;Sudeste;EMAD I;False
1625764;PE;Nordeste;EMAD II;True
1542664;MA;Nordeste;EMAD II;True
1542699;MA;Nordeste;EMAP;False
1582747;SP;Sudeste;EMAP;True
1547690;SP;Sudeste;EMAD I;False
83135;CE;Nordeste;EMAP;True
83178;CE;Nordeste;EMAD I;False
275557;MG;Sudeste;EMAP;False
2094495;GO;Centro-Oeste;EMAP;False
1709704;GO;Centro-Oeste;EMAD II;True
1469762;RJ;Sudeste;EMAP;True
1484451;PA;Norte;EMAP;True
1484443;PA;Norte;EMAD I;False
1598864;RS;Sul;EMAD I;True
1701002;CE;Nordeste;EMAP;False
1679090;SP;Sudeste;EMAP;True
1701037;CE;Nordeste;EMAP;False
1701096;CE;Nordeste;EMAP;False
1697242;MG;Sudeste;EMAP;True
112925;RN;Nordeste;EMAD I;False
112933;RN;Nordeste;EMAP;True
2158574;SP;Sudeste;EMAD I;False
2164353;SP;Sudeste;EMAP;True
2183935;PE;Nordeste;EMAP;True
2185660;MG;Sudeste;EMAD I;True
2185679;MG;Sudeste;EMAP;True
2188023;PB;Nordeste;EMAD I;False
2188007;PB;Nordeste;EMAP;False
2229994;RJ;Sudeste;EMAD I;True
2245973;BA;Nordeste;EMAP;False
1469754;RJ;Sudeste;EMAP;True
2251868;PA;Norte;EMAD II;True
2250020;PA;Norte;EMAP;True
2252465;MG;Sudeste;EMAD II;True
2252694;MG;Sudeste;EMAP;True
1512064;SP;Sudeste;EMAD I;True
2298961;RS;Sul;EMAP;True
2256401;GO;Centro-Oeste;EMAP;True
2252457;SP;Sudeste;EMAD I;True
366781;SP;Sudeste;EMAD I;False
2256002;AM;Norte;EMAD I;True
2297949;PE;Nordeste;EMAD I;False
2297957;PE;Nordeste;EMAP;False
2281295;CE;Nordeste;EMAP;False
2270579;BA;Nordeste;EMAD I;False
1696963;MA;Nordeste;EMAD I;False
2196174;SP;Sudeste;EMAD II;True
2224712;PB;Nordeste;EMAP;True
1710605;PE;Nordeste;EMAD I;False
1700049;AL;Nordeste;EMAD II;True
1700057;AL;Nordeste;EMAP;True
2220636;SE;Nordeste;EMAD II;True
2215721;MA;Nordeste;EMAP;False
1550675;CE;Nordeste;EMAD II;True
368156;SP;Sudeste;EMAP;True
1707132;MG;Sudeste;EMAD I;False
368148;SP;Sudeste;EMAD I;True
1552287;BA;Nordeste;EMAD II;True
1552309;BA;Nordeste;EMAP;True
1710095;SE;Nordeste;EMAD I;True
1710109;SE;Nordeste;EMAP;True
1567748;SP;Sudeste;EMAD I;True
1511874;BA;Nordeste;EMAP;True
1682970;SP;Sudeste;EMAD I;False
1503529;CE;Nordeste;EMAD I;False
1503561;CE;Nordeste;EMAP;True
1537911;SP;Sudeste;EMAD II;False
43;SP;Sudeste;EMAD I;False
44;SP;Sudeste;EMAD I;False
46;SP;Sudeste;EMAP;False
2274833;SP;Sudeste;EMAP;True
1476750;PE;Nordeste;EMAP;True
1476734;PE;Nordeste;EMAD I;True
1535315;GO;Centro-Oeste;EMAP;True
1617230;BA;Nordeste;EMAD I;False
1617249;BA;Nordeste;EMAP;False
2218585;MG;Sudeste;EMAD II;True
2205513;MA;Nordeste;EMAD II;True
2246597;MG;Sudeste;EMAD I;True
1656287;SP;Sudeste;EMAD II;True
1466526;SP;Sudeste;EMAD I;False
353108;SP;Sudeste;EMAD I;False
353116;SP;Sudeste;EMAP;False
1551183;BA;Nordeste;EMAD II;True
1551191;BA;Nordeste;EMAP;True
383139;PR;Sul;EMAD I;False
473421;PR;Sul;EMAP;True
473448;PR;Sul;EMAD I;False
1705091;PA;Norte;EMAD II;True
1705113;PA;Norte;EMAP;False
1547461;PR;Sul;EMAD II;False
1547488;PR;Sul;EMAP;False
2098741;SP;Sudeste;EMAP;True
1477641;SP;Sudeste;EMAD I;True
1516779;MS;Centro-Oeste;EMAD II;True
1576992;MS;Centro-Oeste;EMAP;True
1708341;PB;Nordeste;EMAD II;True
1513990;MG;Sudeste;EMAD II;False
1511963;BA;Nordeste;EMAD II;True
1613707;RJ;Sudeste;EMAD I;False
1710397;RS;Sul;EMAD I;False
2284693;GO;Centro-Oeste;EMAP;True
2284685;GO;Centro-Oeste;EMAD I;False
1487914;SP;Sudeste;EMAD I;False
2169649;RJ;Sudeste;EMAD II;True
1532200;PA;Norte;EMAD I;False
1532219;PA;Norte;EMAP;True
85391;CE;Nordeste;EMAD I;False
1679023;SE;Nordeste;EMAD I;True
1679031;SE;Nordeste;EMAP;True
1706683;MG;Sudeste;EMAD II;False
347574;SP;Sudeste;EMAP;True
1483250;SP;Sudeste;EMAD I;False
1570900;SP;Sudeste;EMAD I;False
1619047;PB;Nordeste;EMAD II;True
1619039;PB;Nordeste;EMAP;False
1699636;AL;Nordeste;EMAD II;True
1699644;AL;Nordeste;EMAP;True
1654578;AL;Nordeste;EMAD I;True
1470485;RS;Sul;EMAD I;False
1595938;SP;Sudeste;EMAD I;False
1714015;MG;Sudeste;EMAD I;False
1511653;SP;Sudeste;EMAD I;False
2250829;PR;Sul;EMAD I;True
2269201;SC;Sul;EMAD I;False
2252236;MS;Centro-Oeste;EMAD I;True
2291606;CE;Nordeste;EMAD II;True
1546465;SP;Sudeste;EMAD I;True
318329;SP;Sudeste;EMAD I;True
324701;SP;Sudeste;EMAD I;False
1548255;MG;Sudeste;EMAD I;True
300160;RJ;Sudeste;EMAP;False
1541773;SP;Sudeste;EMAD I;False
2185377;BA;Nordeste;EMAP;True
2185393;BA;Nordeste;EMAD II;True
1701282;BA;Nordeste;EMAD I;False
1701290;BA;Nordeste;EMAP;False
323047;SP;Sudeste;EMAD I;True
1539620;SP;Sudeste;EMAP;True
1631934;SP;Sudeste;EMAP;True
1631926;SP;Sudeste;EMAD II;True
1628666;BA;Nordeste;EMAD I;False
1628682;BA;Nordeste;EMAP;False
2251663;GO;Centro-Oeste;EMAP;True
354449;SP;Sudeste;EMAP;True
2251671;GO;Centro-Oeste;EMAD I;True
2251078;GO;Centro-Oeste;EMAD I;True
1815121;MG;Sudeste;EMAD I;False
468851;DF;Centro-Oeste;EMAD I;True
2195615;SP;Sudeste;EMAD I;False
1620452;SP;Sudeste;EMAD I;True
1620479;SP;Sudeste;EMAP;True
1506595;SP;Sudeste;EMAD I;False
2224321;MA;Nordeste;EMAD II;True
2047020;BA;Nordeste;EMAD I;False
1487604;GO;Centro-Oeste;EMAD I;True
2185121;DF;Centro-Oeste;EMAD I;True
1657429;SP;Sudeste;EMAD I;True
1577379;BA;Nordeste;EMAP;True
1483099;SP;Sudeste;EMAD I;False
1621025;PR;Sul;EMAD II;True
1559605;PA;Norte;EMAD I;True
1675591;SE;Nordeste;EMAD II;True
1677012;SE;Nordeste;EMAP;True
1584685;SP;Sudeste;EMAD I;True
1584693;SP;Sudeste;EMAP;True
1578693;PE;Nordeste;EMAP;True
1577751;PE;Nordeste;EMAD II;True
1533495;BA;Nordeste;EMAD I;True
1534009;BA;Nordeste;EMAP;True
1618989;MG;Sudeste;EMAD I;True
1618997;MG;Sudeste;EMAP;True
1525964;GO;Centro-Oeste;EMAD I;True
1525972;GO;Centro-Oeste;EMAP;True
2304856;CE;Nordeste;EMAP;False
2141337;SP;Sudeste;EMAD I;True
2308754;BA;Nordeste;EMAD II;True
2308746;BA;Nordeste;EMAP;True
2280604;ES;Sudeste;EMAD I;False
2236710;RJ;Sudeste;EMAD I;True
465054;GO;Centro-Oeste;EMAD I;True
465062;GO;Centro-Oeste;EMAP;True
2303868;SP;Sudeste;EMAD II;True
2303760;BA;Nordeste;EMAD II;True
1697633;RS;Sul;EMAD II;True
2303914;CE;Nordeste;EMAD II;True
1495631;RS;Sul;EMAD I;False
1541250;AM;Norte;EMAD I;False
1697021;MG;Sudeste;EMAD II;True
1541269;AM;Norte;EMAP;True
1618024;MS;Centro-Oeste;EMAD I;False
1618156;MS;Centro-Oeste;EMAP;True
1573268;CE;Nordeste;EMAD II;True
2202719;MT;Centro-Oeste;EMAP;True
2177862;RJ;Sudeste;EMAD I;True
2177870;RJ;Sudeste;EMAP;True
2206978;RN;Nordeste;EMAD II;True
2278170;PB;Nordeste;EMAP;True
1597086;SP;Sudeste;EMAD I;False
2241161;GO;Centro-Oeste;EMAD I;True
2241196;GO;Centro-Oeste;EMAP;True
1690124;MS;Centro-Oeste;EMAP;True
2293382;GO;Centro-Oeste;EMAD I;False
1549987;PA;Norte;EMAD I;False
1550063;PA;Norte;EMAP;True
1677411;SE;Nordeste;EMAD II;True
1677500;SE;Nordeste;EMAP;True
1611623;SP;Sudeste;EMAD I;False
2177528;PR;Sul;EMAD I;True
2166089;SC;Sul;EMAD I;True
2165007;DF;Centro-Oeste;EMAD I;True
288713;RJ;Sudeste;EMAD I;False
2245256;PR;Sul;EMAD II;True
2254301;PR;Sul;EMAD I;False
2254328;PR;Sul;EMAD I;True
2250799;GO;Centro-Oeste;EMAD I;False
2247992;MG;Sudeste;EMAP;True
2241218;CE;Nordeste;EMAD II;True
2241226;CE;Nordeste;EMAP;True
2261014;PA;Norte;EMAP;True
2261006;PA;Norte;EMAD I;False
2239248;CE;Nordeste;EMAD II;True
1618598;RN;Nordeste;EMAP;True
1618490;RN;Nordeste;EMAD I;True
2245914;AL;Nordeste;EMAP;True
1712128;MG;Sudeste;EMAD II;False
2245124;MA;Nordeste;EMAP;True
2263556;PA;Norte;EMAD II;True
2263564;PA;Norte;EMAP;True
2281406;CE;Nordeste;EMAD II;True
2281414;CE;Nordeste;EMAP;True
2282887;MG;Sudeste;EMAD I;True
1517546;GO;Centro-Oeste;EMAP;True
1517562;GO;Centro-Oeste;EMAD I;False
1711172;BA;Nordeste;EMAD II;True
1711180;BA;Nordeste;EMAP;True
1617540;BA;Nordeste;EMAD II;False
1473212;MG;Sudeste;EMAD I;True
358908;SP;Sudeste;EMAD I;True
1515594;AL;Nordeste;EMAD II;True
290378;RJ;Sudeste;EMAD I;True
383198;PR;Sul;EMAD I;False
1711288;BA;Nordeste;EMAD I;True
1711296;BA;Nordeste;EMAP;True
1675494;AL;Nordeste;EMAD II;True
1469029;RJ;Sudeste;EMAD I;False
2178923;SP;Sudeste;EMAP;True
2224240;SC;Sul;EMAD II;True
2224259;SC;Sul;EMAP;True
2215691;RJ;Sudeste;EMAP;True
2210835;BA;Nordeste;EMAD II;False
2206072;PB;Nordeste;EMAD II;False
2206080;PB;Nordeste;EMAP;True
290351;RJ;Sudeste;EMAP;True
1533940;SC;Sul;EMAD I;False
1705377;MA;Nordeste;EMAD I;True
1679724;MG;Sudeste;EMAD I;True
2189801;SP;Sudeste;EMAD I;True
2182742;PB;Nordeste;EMAP;True
1699989;AL;Nordeste;EMAP;True
2477033;PE;Nordeste;EMAD II;True
471445;DF;Centro-Oeste;EMAD I;True
2270552;PA;Norte;EMAD I;False
1494775;SP;Sudeste;EMAD I;False
1520466;PB;Nordeste;EMAD II;True
1520903;PB;Nordeste;EMAP;True
1514156;SP;Sudeste;EMAD I;True
1516035;SP;Sudeste;EMAP;True
1529528;RS;Sul;EMAD I;False
1529854;RS;Sul;EMAP;False
1602888;RN;Nordeste;EMAD II;True
1625772;PE;Nordeste;EMAP;True
1533983;PA;Norte;EMAP;True
1533754;PA;Norte;EMAD I;False
1655507;PB;Nordeste;EMAD II;True
1573276;CE;Nordeste;EMAP;True
2131633;BA;Nordeste;EMAP;False
2131641;BA;Nordeste;EMAD I;True
2131668;BA;Nordeste;EMAD I;True
1604376;GO;Centro-Oeste;EMAD I;True
1604384;GO;Centro-Oeste;EMAP;True
383473;PR;Sul;EMAP;True
1675028;RS;Sul;EMAD I;False
1617931;PA;Norte;EMAD I;True
1544950;BA;Nordeste;EMAD II;True
1545086;BA;Nordeste;EMAP;True
1595024;MG;Sudeste;EMAP;True
1595032;MG;Sudeste;EMAD I;False
1466100;BA;Nordeste;EMAD I;True
1665502;BA;Nordeste;EMAP;True
1619837;RJ;Sudeste;EMAD I;False
348899;SP;Sudeste;EMAD I;False
348929;SP;Sudeste;EMAP;True
2131706;RJ;Sudeste;EMAD II;True
301248;RJ;Sudeste;EMAD I;False
1541137;RS;Sul;EMAD I;False
1541145;RS;Sul;EMAD I;False
1541153;RS;Sul;EMAD I;False
1541161;RS;Sul;EMAD I;False
1674382;RS;Sul;EMAD I;False
1674390;RS;Sul;EMAP;True
277258;MG;Sudeste;EMAD I;False
1706896;MG;Sudeste;EMAD II;True
1706918;MG;Sudeste;EMAP;True
2244756;GO;Centro-Oeste;EMAD II;True
2244381;GO;Centro-Oeste;EMAP;True
2246643;SP;Sudeste;EMAD I;True
2246651;SP;Sudeste;EMAP;True
2241803;SP;Sudeste;EMAP;True
2219506;PA;Norte;EMAD I;False
2167654;PE;Nordeste;EMAP;True
1528254;PE;Nordeste;EMAD I;True
1528262;PE;Nordeste;EMAP;True
1706225;CE;Nordeste;EMAD I;True
1564897;CE;Nordeste;EMAD II;False
1564900;CE;Nordeste;EMAP;False
1625128;PB;Nordeste;EMAD I;False
1707396;MG;Sudeste;EMAP;True
1589091;SP;Sudeste;EMAD I;False
